EIN	GRSCONTRGIFTS	INTRSTRVNUE	DIVIDNDSAMT	GRSRENTS	GRSSLSPRAMT	GRSPROFITBUS	OTHERINCAMT	DIST_DELTA
561777663	1260	1	2168	0	5947	0	0	4349
561781568	223749	32	44750	0	0	0	0	48973
561783301	208492	6	13888	0	69390	0	2214	212632
561787185	0	3	3666	0	64114	0	0	-2604
561787404	2679	7	11151	0	36959	0	0	7022
561788014	23352	0	0	0	0	0	0	21040
561789818	0	0	5608	0	166507	0	0	11410
561790979	0	27563	54516	0	1521266	0	164	560937
561795876	2290	0	32552	0	303939	0	0	-3659
561801410	0	10492	0	0	0	0	0	10500
561802483	0	0	0	0	0	0	857	0
561802700	7500	147	32202	0	1391717	0	4774	20694
561803422	0	0	0	0	0	0	0	0
561806223	1000	0	0	0	0	0	18	-267
561806743	1000	0	0	0	0	0	0	1346
561807631	0	0	0	0	0	0	0	0
561808886	16547	8	0	0	0	0	0	20000
561811097	0	0	0	0	0	0	0	0
561811097	0	0	0	0	0	0	0	0
561816652	0	2	97781	0	804161	0	114	-23192
561819669	46485	0	0	0	0	0	0	9795
561824646	0	4307	81898	0	404757	0	2257	-6921
561827986	0	0	19175	0	330363	0	0	-2505
561841856	0	0	29867	0	0	0	0	72420
561842949	100	0	6201	0	0	0	0	-1566
561844198	2031403	5349	269904	0	21741511	0	693765	883229
561844444	0	2	14578	0	43500	0	0	657
561849009	490390	1186	114595	0	2938457	0	13036	-66174
561851295	0	1269	0	0	0	0	0	0
561852061	27260	52	0	0	0	0	0	39000
561852393	0	13	29555	0	141457	0	0	-14367
561852852	5044	0	14040	0	0	0	600	-2609
561853094	0	4583	80127	0	276542	0	15372	-10271
561853136	0	2396	28339	0	101838	0	0	14768
561853390	0	0	586456	0	18314852	0	5	825893
561853632	0	0	0	0	0	0	0	0
561853955	0	0	0	0	0	0	0	0
561855206	0	0	69974	0	1088216	0	0	2022
561855411	0	0	0	0	0	0	0	0
561855689	0	1	28772	0	31637	0	600	-3512
561858873	0	0	0	0	0	0	0	0
561859132	11741	0	0	0	105000	64049	73908	0
561868380	0	0	0	0	0	0	0	0
561870844	5417682	0	185092	0	6060109	0	43377	275496
561870847	252053	0	3382	0	0	0	0	253592
561871476	0	104	0	0	0	0	15195	2000
561871476	0	99	0	0	0	0	13654	500
561872786	200	1	1516	0	10639	0	0	-1615
561872992	0	271	44927	0	1795661	0	7014	22464
561875423	60000	7692	0	0	0	0	0	-9261
561876412	0	18	15798	0	630787	0	0	60732
561877822	30000	11	27	0	0	0	0	32000
561881015	0	0	502534	0	9253352	0	-12917	-45473
561882080	7124	0	420	0	0	0	-320	-37
561887261	0	0	29420	0	255651	0	378904	-41766
561888088	225000	0	34102	0	1031189	0	0	89049
561888945	0	0	0	0	0	0	0	0
561889610	415	0	1042	0	8851	0	0	-428
561889755	61024	67010	1944	67229	179361	0	61	-286205
561891335	0	0	25	40592	0	0	0	17750
561891858	0	1	14795	0	219920	0	0	7142
561896083	0	0	8647	0	23066	0	541	11811
561896328	0	0	12414	0	74931	0	0	5385
561896568	0	0	0	0	0	0	0	-24
561896989	0	5	33122	0	416789	0	-209	31277
561897793	0	230	0	0	0	0	0	0
561900007	0	5	23926	0	191962	0	0	83733
561900949	0	0	1139	0	27613	0	0	996
561901127	0	13	12723	0	449676	0	-6970	1628
561901626	0	3	175514	0	1508529	0	4791	-2354
561902026	0	45	54104	0	548804	0	77	-116305
561903541	0	0	493	0	176377	0	0	323421
561904190	1503491	0	338668	0	4445490	0	11676	-741028
561905696	0	77	15666	0	721871	0	18177	-11465
561914059	2800	11197	1802	0	133936	0	0	-4269
561919098	2160	0	0	0	0	0	0	0
561919423	0	11698	439560	0	778665	0	29361	-358180
561923903	553000	0	17836	0	24376	0	128703	399626
561928777	0	2	30890	0	29517	0	25	0
561933212	0	0	0	0	0	0	0	-106
561935419	0	0	5858	0	1121	0	0	4000
561938834	7960	0	0	0	0	3037	0	7648
561938834	11474	0	0	0	0	0	5680	5979
561938901	143924	0	0	0	0	0	0	131598
561939755	0	0	9852	0	212439	0	0	5979
561941321	0	3	3930	0	88095	0	0	30322
561941864	200	3	24022	0	0	0	0	-8341
561942449	2800	0	0	0	0	0	0	0
561946718	0	0	0	0	0	0	0	0
561947089	13887	2	0	0	0	0	0	6997
561947091	0	10810	0	8785	0	0	0	-9480
561949712	74072	11	4657	0	0	0	0	77962
561949954	0	0	68626	0	1515060	0	0	-3586
561950150	200000	245	13432	0	131195	0	59703	-4779
561950176	0	844	0	0	0	0	0	469
561950780	536606	0	77413	0	1665494	0	0	43835
561951984	15000	21061	0	19126	53000	0	0	702
561953678	0	7	18907	0	529531	0	0	294
561954114	6144	716	1381960	0	69086260	0	-46727	-10439137
561955862	138963	611	25540	0	134822	0	-30778	-60486
561960645	0	0	0	0	0	0	0	-94
561964095	0	19	0	1019	0	0	0	1000
561964095	800	23	0	0	0	0	0	1250
561966387	776	0	0	0	0	627	2807	0
561969093	0	0	104256	0	0	0	2259	-57437
561969171	0	85	188496	0	973565	0	1557	171829
561969716	1979	0	0	0	0	0	0	0
561971924	4000	0	0	0	0	0	0	0
561973533	0	0	0	0	0	0	0	0
561974747	0	7880	880608	0	2121139	1293	3926	-244233
561974972	1330	23	71465	0	122848	44518	0	7851
561975615	1156	2	0	0	0	0	0	-3327
561975992	2319	0	0	0	0	18285	9519	0
561975992	4168	0	0	0	0	3127	655	0
561977040	0	1	197	0	12186	0	56	4608
561977282	0	5	3556	0	2399	0	0	-2326
561977987	1131997	0	37	0	7202971	0	0	6462138
561981120	0	0	130171	0	2519471	0	446608	-427654
561981120	0	0	218898	0	0	0	1145499	191545
561984601	0	37	19168	0	152035	0	0	5781
561985557	120530	1	0	0	0	0	0	0
561988052	0	485	125617	0	1435866	0	70	-1803
561988905	331500	2008	0	81871	307899	0	-384602	0
561993026	195493	0	2491	0	215640	0	0	6560
561994087	16480	4	0	0	0	0	0	99546
562000456	33900	0	42101	0	350721	0	0	14809
562001414	1770400	0	146200	0	6245979	0	0	-19839
562001781	0	0	1237	0	2066	0	0	-681
562002202	0	25	267681	0	2064	0	78057	107905
562002528	331919	0	640442	0	3034933	0	244	2462
562002662	0	0	1239	0	0	0	270	2450
562002871	0	0	896542	0	1533139	0	0	85487
562002906	400	784	970	0	608316	0	0	61581
562003192	39516	3207	17097	0	307239	0	1254	19072
562003520	1256448	0	38075	0	1286613	0	0	29697
562006076	0	14	368	0	108213	0	0	-3128
562006078	15166	15344	447	0	168627	0	401	5034
562006438	5000	1	0	0	0	0	0	5391
562006787	0	0	0	0	0	0	0	0
562008864	0	0	9092	0	24994	0	0	-4959
562010297	7500	0	5230	0	0	0	0	5000
562011081	0	0	3661	0	61921	0	0	33647
562013753	0	23	1224	0	0	0	0	57136
562016461	0	0	0	0	0	0	0	0
562017194	0	0	0	0	0	0	0	0
562017439	0	7	11636	0	0	0	0	-4310
562018406	0	0	21116	0	618075	0	0	-1074
562019191	0	589	26896	0	2011	0	0	-8503
562019456	0	0	1453	0	13688	0	0	3266
562023128	0	35	11008	3500	0	0	0	5662533
562023468	83	160	0	0	0	0	0	236981
562024618	0	1	680	0	31889	0	0	18498
562024652	0	0	0	0	0	0	28180	0
562025181	0	0	2523	0	52344	0	0	-5162
562025731	525	0	5759	0	45070	0	0	-110
562026040	3000	236	198	0	4	0	11001	32726
562026070	0	0	51933	0	1692042	0	0	-96660
562026137	0	2	3816	0	2565	0	0	12882
562027907	0	0	231852	0	5367871	0	0	2123450
562027936	0	0	17661	0	826	0	0	-5092
562028723	0	89	587143	0	1838856	0	0	-128061
562029548	0	213	33079	0	31591	0	36	2395
562029682	0	9	4243	0	44188	0	0	15000
562029896	6367	0	12065	0	50110	0	-2074	43090
562030939	0	4	8548	0	12381	0	0	-10891
562031131	0	0	0	0	0	0	0	0
562031236	0	0	0	0	0	0	0	0
562031747	2000	0	0	0	0	0	0	934
562032126	6500	0	213	0	0	0	0	4141
562032347	0	0	13797	0	163592	0	2127	-361
562032901	0	464	47515	4035	0	0	2134	-22173
562033468	40187	1	33207	0	145162	0	0	8588
562034478	0	0	0	0	0	0	0	0
562035183	67901	67	53557	0	656722	0	0	-37321
562037676	487	0	1415	0	14311	0	0	-1222
562042058	0	0	732398	0	603983	0	0	-390494
562043300	4159	0	0	0	0	0	0	0
562044322	26000	1	1213	0	0	0	0	37760
562045002	560	44	22606	0	1019664	0	33462	4542
562046037	36500	9	105	0	866	0	12670	26690
562046960	0	0	0	0	0	0	0	0
562048446	0	3	61586	0	547804	0	0	-5472
562050757	284	0	0	0	0	0	0	-102
562050997	0	0	24993	0	1105582	0	22	-462
562053289	375090	0	0	0	0	0	23123	346559
562053851	52000	1583	416697	0	0	0	0	-36983
562054997	6648	0	0	0	0	0	16572	0
562055212	0	0	83973	0	606625	0	0	7056
562055841	0	2036	27128	0	400956	0	0	-8713
562056507	0	0	7116	0	83500	0	0	68337
562056686	0	0	0	0	0	0	0	0
562057241	0	0	7089	0	0	0	0	4513
562057825	2500000	0	70430	0	1352870	0	0	1333766
562058027	996299	0	785	0	10245	0	0	227
562058027	2000	0	1283	0	0	0	2040	157
562058114	0	1	2897	0	84979	0	540	10053
562058632	32127	0	0	0	0	0	0	-853
562059723	0	3	10471	0	10130	0	0	-1407
562059774	2400	0	0	0	0	0	0	-111
562060428	0	12	5776	0	0	0	0	-1784
562060822	12755	0	4256	0	0	0	0	15508
562060988	0	27	37736	0	5291574	0	27345	14820
562061017	100000	19	10943	0	107453	0	0	84657
562061059	160618	13	30385	0	895748	0	0	-12910
562061224	250000	6	26856	0	173902	0	0	-13460
562065972	0	0	6367	0	83145	0	250	3572
562066238	0	602	1465898	0	0	0	71389	-1036261
562066513	0	38	36371	4738	0	0	48903	275
562066688	0	1	3668	0	230734	0	0	19857
562066916	0	0	24865	0	168520	0	0	-14596
562066991	28318	80	36683	0	16920	0	9018	32124
562067580	6838	0	0	0	0	0	0	2410
562068430	3010	3	7790	0	0	0	0	-6794
562068430	0	4	8023	0	0	0	0	1441
562069703	0	0	6468	0	1246	0	0	-2114
562069802	0	0	3608	0	45800	0	0	45802
562074822	0	0	13223	0	361123	0	0	-10027
562075692	13590	1	436	0	53121	0	0	9578
562075719	0	0	11158	0	0	0	-2439	-1738
562076739	0	9	452	0	0	-162	200	1150
562077857	0	125	0	0	0	0	0	15582
562079528	0	2	38077	0	142827	0	0	-13070
562086113	0	85	31652	0	426798	0	0	-21278
562086954	1195	0	224	0	157	0	0	95
562087018	12000	4	0	0	0	0	0	4500
562087335	0	16513	110527	0	2678971	0	-40774	-34634
562087730	0	23	30745	0	851463	0	0	1359
562088318	0	32	30019	0	166279	0	0	-4386
562089195	750000	0	6166	0	0	0	561409	-119820
562089449	805090	0	14332	0	805599	0	123	-23004
562089450	0	0	372	0	29795	0	0	506
562089451	0	0	19984	0	304834	0	80	302
562089597	2978	0	27426	0	355623	0	0	8062
562091275	0	0	35374	0	211403	0	47	-27771
562091833	0	0	18549	0	145889	0	407	-6122
562091840	0	2	22678	0	317204	0	0	-332
562093089	0	0	476	0	0	0	0	1167037
562093339	0	4200	2537	0	0	0	0	-82506
562094126	400	0	0	0	25000	0	0	6911
562094702	0	0	2200	0	2129645	0	420	-37806
562096475	0	0	17087	0	195668	0	2849	8217
562098136	51143	0	71860	0	51100	0	0	-20923
562099316	0	0	46530	0	86479	0	0	249
562099460	69047	0	20675	0	445346	0	38636	0
562099865	0	0	19496	0	197552	0	135	-5199
562101725	0	0	0	0	0	0	0	0
562105040	1000	0	7193	0	40596	0	0	9699
562105490	0	0	0	0	0	0	0	0
562105544	204120	0	24603	0	1943369	15580	111712	-67737
562107412	0	0	71326	0	124428	0	0	-42510
562108036	20807	0	3813	0	20206	0	0	33339
562108418	100000	101	11521	0	3864	0	-1051	91
562111550	0	123250	233024	0	3680804	0	0	24368
562112260	0	6020	2908	0	0	0	0	0
562112576	0	0	0	0	196606	0	0	81000
562112579	0	25026	17754	0	601328	0	0	64033
562112856	3000	0	9818	0	0	0	0	4487
562113226	0	19	26108	0	0	0	0	11382
562114068	0	0	273744	0	4361960	0	0	1120000
562114229	0	0	9881	0	239080	0	0	-15292
562114270	50160	12	71279	0	727465	0	4	-11095
562114277	407611	515	147105	0	2064855	0	4422	-1058
562114288	0	0	46573	0	256422	0	0	-2955
562115096	0	0	132176	0	452009	0	0	150105
562115340	54526	259	1781	0	79730	0	6167	61200
562115931	255000	0	0	0	0	0	0	425600
562118348	2320	0	0	0	0	0	6854	0
562118348	1000	0	0	0	0	0	13349	0
562120679	381347	0	16194	0	380674	0	0	111454
562120806	41995	27	20053	0	788816	0	184	51
562121302	0	1037	625944	0	26223618	0	2783	78648
562123531	0	0	5339	0	0	0	250	-2226
562125412	0	2273	12476	0	263077	0	-2169	-3650
562125884	315	0	0	0	0	0	0	53
562126602	110000	0	10897	0	231223	0	51	45585
562126782	0	0	8466	0	62713	0	0	29334
562130580	175989	0	14844	0	317168	0	0	5432
562132715	0	0	0	0	0	0	0	0
562135508	0	0	17718	0	805645	0	0	-24190
562136364	0	2	27748	0	28342	0	0	696
562136458	234673	38	12302	0	645286	0	0	119208
562137500	47502	0	0	0	0	0	0	-179
562139475	0	0	12721	0	144502	0	0	0
562139475	25	0	36581	0	1097379	0	0	0
562144280	0	0	379937	0	4283517	0	0	-64722
562145115	0	27	7317	0	0	0	0	0
562145169	0	0	20265	0	642663	0	0	-5367
562146331	0	0	2654	0	158468	0	1915	2110
562148069	0	0	10511	0	0	0	0	-1092
562149295	0	0	0	0	0	0	0	0
562150319	0	0	0	0	0	0	0	-419
562150323	165679	0	142249	0	2018072	0	2885	227638
562150337	1000	0	0	0	0	0	0	-95
562150737	2296	0	0	0	0	0	900	1275
562151235	100000	0	6618	0	47459	0	0	20930
562151466	0	25113	0	0	0	0	0	1847
562151466	0	31564	0	0	0	0	0	-5366
562152734	0	2940	113676	0	4421093	0	96794	762049
562152871	0	355	5804	0	7010	0	-206	-2899
562153653	74276	0	0	0	0	0	0	400
562154056	0	1673	43	0	0	0	0	20710
562155753	0	0	17075	0	292156	0	550	-2750
562156876	0	1088	466241	0	6544219	0	9891364	183795
562158265	7000	0	0	0	0	0	0	0
562158345	153225	0	16218	0	0	0	0	11783
562158727	0	0	3326	0	0	0	0	2352
562158779	134000	0	0	0	0	0	0	117646
562159985	0	21	0	0	0	0	78068	0
562162695	0	1273	5000	0	0	0	173	0
562162762	220000	13	0	0	0	0	60967	0
562163266	14274	66	342757	0	3574828	0	71	-111801
562163753	19464	0	0	0	0	0	288	3088
562166688	0	29	311	0	2	0	-107	-324
562167241	0	0	0	0	0	0	0	0
562167465	7500	0	0	0	0	0	0	11085
562168023	0	26	0	0	0	0	0	12033
562168703	9803	1	707	0	4650	0	0	10582
562168849	0	124198	224154	0	1942054	0	0	-589825
562169104	0	0	9074	0	74938	0	0	6520
562169197	1350	1	1994	0	42821	0	0	12197
562169466	0	0	3595	0	94488	0	0	4003
562169629	0	0	8045	0	72030	0	78	4980
562169653	0	973	0	0	0	0	0	0
562169669	0	0	28723	0	160965	0	0	32750
562169714	0	6	0	0	0	0	0	4029
562169788	0	0	7719	0	0	0	0	7395
562170735	0	0	39531	0	107106	0	0	-7078
562170837	50000	0	10160	0	129615	0	0	-22063
562170867	14866	2	5828	0	23722	0	0	5934
562170889	909905	0	16968	0	778083	0	0	204228
562171597	50000	0	834	0	0	0	0	22676
562172548	264	1	1128	0	0	0	0	-1197
562172887	0	0	11712	0	0	0	0	11873
562172891	42800	147	0	0	0	0	0	-4951
562174021	0	0	2709	0	151561	0	0	20613
562177063	1077199	776	0	0	0	0	0	29938
562177461	0	1	0	0	0	0	0	0
562179410	0	0	0	0	0	0	0	-71
562180022	0	1835	551035	0	224894	0	1014	-197811
562180616	0	0	0	0	0	0	0	0
562187855	0	0	0	0	0	0	0	0
562188795	86100	0	0	0	0	0	0	85330
562188912	60000	0	39424	0	770990	0	0	1040
562189683	0	0	0	0	0	0	0	0
562190094	50000	4	525	0	101504	0	0	159860
562190192	190600	409	37571	0	362116	0	-12990	-25790
562190751	0	0	0	0	0	0	0	0
562190882	80000	25737	0	0	0	0	0	92374
562191282	93527	1	11452	0	128524	0	0	75325
562194546	0	0	0	2250	18536	0	0	-9135
562195283	0	0	34784	0	730708	0	0	760888
562196225	1341120	139869	253539	0	5918532	0	0	-27627
562196964	0	0	14838	0	891279	0	0	-12652
562197561	0	3821	0	0	8	0	0	-7156
562198047	47446	0	30052	0	206437	0	0	44000
562200480	0	0	0	0	0	0	0	0
562200747	0	0	5463	0	0	0	0	-8032
562201996	0	0	9202	0	170393	0	0	-723
562203097	0	0	430	0	2156	0	0	-165
562203535	0	60	36805	0	598909	0	0	855
562203887	0	0	9568	0	40000	0	0	-6997
562204181	1000	0	0	0	0	0	0	-91
562204683	0	0	0	0	0	0	0	0
562205579	0	0	163043	0	1229261	0	7809	-88406
562207553	0	0	1023	0	25290	0	0	-2026
562210377	1165	73	4362	0	24758	0	0	-488
562211875	361218	0	0	0	0	0	0	0
562214047	40269	20	0	0	0	0	0	-5
562215230	0	0	3678	0	18879	0	0	-2100
562217180	10499	0	0	0	0	0	0	-25
562219111	12760	0	0	0	0	0	0	0
562219656	5370	0	0	0	0	0	0	0
562219972	0	155	0	0	0	0	0	-1803
562220389	136602	0	6544	0	50000	0	0	209382
562220828	0	0	11131	0	1598445	0	0	974593
562222857	0	0	0	0	0	0	0	0
562223130	10074	15	0	0	0	0	0	30400
562223130	30390	39	0	0	0	0	64	29500
562223574	0	0	5136	0	45492	0	5	22479
562223653	0	0	19558	0	270359	0	0	-16967
562223942	0	2063	31318	0	348456	0	0	-5692
562224249	0	0	3043	0	45842	0	0	17992
562224889	0	1	28396	0	89200	0	0	-3548
562225556	0	0	327514	0	7572754	0	854	-43882
562226009	0	0	3262544	0	6234948	0	0	-1960868
562227048	700000	340	393709	0	805419	0	0	435859
562227227	0	1	3172	0	113202	0	0	27010
562227783	250	0	0	0	0	0	0	0
562227880	7200	1	0	0	0	0	0	4496
562227885	45340	1887	10307	0	111836	0	3948	-9760
562227887	47750	1	0	18300	0	0	0	15270
562228339	0	0	40	0	124	0	0	-147
562229925	0	0	8980	0	127483	0	0	67394
562230054	0	453	13967	0	226477	0	-3845	137358
562230240	28494	22	211941	0	1983368	0	0	-452839
562231512	19655	19454	0	0	0	0	0	4009
562232813	21781	100	154	0	0	0	0	0
562235747	24727	0	0	0	0	0	0	170
562236053	1700	0	8	0	0	0	0	7351
562237289	0	0	0	0	0	0	0	0
562239763	0	2	5478	0	15000	0	0	10706
562241874	100	0	181817	0	653260	0	8499	-36290
562242152	43877	0	0	0	0	0	0	29810
562242164	0	0	46001	0	275799	0	0	302
562242740	0	173	0	0	0	0	22478	-8716
562243215	24042	24	520	0	0	0	0	18870
562245742	10955	0	0	0	0	0	0	0
562246609	0	1	1764	0	0	0	120	713
562247549	0	15	239	0	0	0	0	5097
562248693	0	1	3267	0	0	0	0	7110
562253755	0	243319	177159	0	5280464	0	0	55768
562254649	3423	0	0	0	0	0	0	0
562254766	10000	0	3144	0	0	0	0	3074
562255292	11229681	193288	0	0	0	0	0	6718655
562255419	0	0	22592	0	485337	0	268	4154
562255809	6150	335	858474	0	31107945	0	83	-43397
562257066	0	0	0	0	0	0	0	0
562267180	0	0	4510	0	134267	0	0	-9472
562271176	0	0	20679	0	221304	0	0	-5043
562273862	250	0	2	0	0	0	0	1000
562274002	300	364	0	0	0	0	0	-9405
562274249	2000	2	0	0	0	0	0	1215
562274708	0	8	0	0	0	0	0	381
562275158	0	0	0	0	0	0	0	0
562275477	9000	26	0	0	0	0	0	8911
562275567	368	0	3579	0	0	0	0	22455
562276733	94972	0	2374	0	90817	0	0	72209
562276922	0	0	7111	0	11	0	0	1628
562278436	0	0	6317	0	105867	0	0	242
562279528	1100	0	0	0	0	0	0	3368
562279572	978790	1007	0	0	0	0	0	984150
562280762	0	0	0	0	0	0	0	1895
562281114	0	0	2572	0	3660	0	0	0
562283049	189687	48	0	0	0	0	0	495482
562283549	26215	88	193762	0	650973	0	134466	438647
562286219	315051	42	0	0	0	0	0	75391
562287046	0	245	0	0	0	0	0	-5935
562287801	0	1129	6721	0	48765	0	0	0
562288128	15012	2	0	0	0	0	0	13208
562290010	7106684	0	1391685	0	23977716	0	11544	-123664
562290295	10900	982	0	0	0	0	3000	-14290
562291799	0	0	0	0	0	0	0	0
562292397	182035	0	73	0	0	0	28467	1500
562292397	250243	99	0	0	0	0	23564	1500
562293416	0	0	3581	0	41010	0	0	9512
562293471	0	18	73	30126	471	0	0	0
562293792	1805850	600	278120	0	1985181	0	0	83164
562294964	280	0	0	0	0	0	0	0
562296408	0	0	12825	0	195682	0	0	34874
562296559	4285	0	0	0	0	0	14967	-20701
562297267	1500	0	0	0	0	79	0	-32
562297729	0	0	18500	0	139031	0	0	-3017
562298345	0	40915	13163	0	713947	0	0	-786
562298541	21500	0	0	0	0	0	0	25192
562298714	0	0	0	0	0	0	0	0
562298823	0	9	25	0	0	0	0	3884
562301018	46633	4	25614	0	0	0	0	-4421
562302309	2450	26401	25	0	0	0	0	3409969
562305290	0	19101	10996	0	55016179	0	0	-1608097
562305694	0	0	3398305	8113249	45929487	0	1791168	-1671879
562306394	200000	2485	0	0	0	0	0	35278
562306640	78338	25617	0	0	0	0	589	10741
562307217	0	18977	25839	0	81483	0	400416	-101899
562307477	0	58933	31622	0	152434	0	0	163147
562307652	86500	3006	34551	0	57528	0	761	29321
562307848	0	152	15377	0	333	0	0	-60799
562309234	0	3	1829	0	36204	0	47	733
562309943	0	50	256	0	0	0	0	1367
562310441	0	0	12	0	0	0	15463	3750
562311178	183749	15046	0	0	0	0	0	-34969
562311737	1000	0	0	0	0	0	0	0
562312894	1233115	0	0	0	0	0	0	1233115
562313198	0	0	455669	0	7696380	0	36	-161273
562315079	0	5679	158179	0	3151901	0	0	-203253
562315450	49469	0	0	0	0	0	0	-1482
562318420	0	842	0	0	0	0	136993	-11951
562318963	158833	0	0	0	0	0	0	4180
562319340	0	0	8637	0	25649	0	0	18500
562320609	0	0	9138	0	18473	0	0	3415
562320766	52500	0	0	0	0	0	0	8889
562322084	0	88	0	0	0	0	0	1380825
562324633	0	0	0	0	0	0	0	950
562334965	597624	3065	0	0	0	0	0	312139
562336978	0	0	0	0	0	0	0	-11
562337949	0	48	30876	0	1323673	0	26	-74277
562341579	35	0	0	0	0	0	0	0
562343741	3615	0	0	0	0	0	40586	27000
562345989	0	40	2999	0	320646	0	0	-9300
562352223	15013	0	0	0	0	326	38990	0
562354901	1500	0	0	0	0	0	0	0
562355191	15515	0	0	0	0	0	0	18012
562356407	347494	0	0	0	0	0	237080	29408
562356544	0	0	12368	0	1005440	0	0	744676
562357706	0	92	0	0	0	0	0	33
562358458	0	0	24704	0	337440	0	0	-10788
562358458	0	8	25189	0	585653	0	0	-6851
562359884	0	0	2078	0	9899	0	0	5742
562360527	0	89	3959	0	95854	0	0	47508
562360547	0	3	132	0	108816	0	0	108698
562360591	30265	0	0	0	0	0	0	0
562360848	0	16381	122404	0	2734221	0	0	-82539
562362206	0	0	0	0	0	0	0	0
562362206	0	0	0	0	0	0	0	0
562362341	0	0	0	0	0	0	0	0
562363130	102200	34	0	0	0	0	0	95968
562367227	1525	0	0	0	0	-354	77950	0
562368536	0	29	77567	0	347107	0	0	-632
562374156	29796	0	746	0	28437	0	0	20974
562377793	0	0	0	0	0	0	0	0
562377859	0	37499	20649	0	474485	0	0	-84490
562380964	20000	0	13974	0	15460	0	0	-21627
562385301	0	149	1439689	0	20119975	0	0	2158
562386376	0	0	0	0	0	0	0	0
562391745	16051	0	0	0	0	0	0	1012
562393575	0	23	52299	0	127570	0	0	66853
562393836	50	133	111027	174798	1134112	0	0	-1990
562396839	343300	41	23620	0	0	0	0	17985
562399451	30	0	10709	0	24229	0	0	1795
562400399	2500	0	0	0	0	0	0	0
562400456	3577156	94	312500	0	946299	0	10000	-385483
562401504	500000	208	109583	0	2700685	0	8017	145400
562401933	5000	0	0	0	0	0	0	5000
562402143	107700	3	0	0	0	0	0	40290
562402165	349112	261817	208781	0	4254574	0	5287	-75849
562402722	0	12	0	0	0	0	193	-25
562402722	0	13	0	0	0	0	1125	762
562403166	0	1947	21981	0	201987	0	0	-79678
562403559	2349521	0	106577	0	1201021	0	-10685	82546
562404943	65	3	950	0	0	0	0	2846
562406976	0	483	1753	0	0	0	0	4464
562407331	3004832	0	28833	0	2043285	0	0	-46126
562407741	2780	1	8464	0	15000	0	0	16000
562408959	279101	33	0	0	0	0	2500	100
562414491	2500	0	0	0	0	0	0	0
562416504	28000	0	574	0	3500	0	0	10366
562417801	48552	0	0	0	0	0	0	44432
562417932	5221	0	289	0	145906	0	0	87031
562420824	0	168	15649	0	0	0	0	3305
562422151	0	0	0	0	0	0	0	0
562422292	107896	0	4071	0	441121	0	0	489705
562423531	0	0	5330	0	30851	0	0	4962
562423767	0	4	19631	0	54330	0	0	-11442
562432215	275	0	0	0	0	0	0	-141
562439247	143	0	3602	0	27029	0	0	-6
562444173	253000	0	0	0	0	0	0	254968
562445438	200000	9	48097	0	584240	0	0	4999
562445808	11250	0	0	0	0	0	1380	0
562446941	2894195	0	1219199	4419774	173766318	0	69383	2357308
562449126	0	0	180601	0	2906657	0	0	666676
562451141	26000	0	0	0	0	0	13	-424
562453619	0	0	843379	0	29343261	0	0	-244235
562454659	0	274	0	0	0	0	0	-734
562454659	0	696	0	0	0	0	0	-3900
562460453	0	810	0	0	0	0	0	191386
562461733	0	0	9390757	0	143207255	0	0	-1759621
562464765	0	14	2600	0	0	0	993	-8926
562467140	0	12	13472	0	119606	0	0	-17651
562467642	55800	0	0	0	0	0	0	42560
562475503	0	988	33462	0	433408	0	203	13930
562475540	0	103076	58083	0	2609283	0	1241	-31442
562475574	0	1981	67953	0	714983	0	359	-21749
562476116	265000	0	0	0	0	0	0	23231
562476950	0	0	0	0	0	0	350873	196
562477315	0	0	10644	0	41785	0	0	9699
562478508	2102	0	23880	0	31962	0	0	27808
562481034	0	0	820	0	0	0	0	-2613
562489875	505440	0	0	0	0	1502	282396	0
562490647	0	0	220122	0	4023355	0	0	-14308
562491024	0	9720	0	0	0	0	0	874
562491194	0	0	0	0	0	0	8240	-652
562491254	0	0	0	0	0	0	412	-9190
562491932	10000	0	1560	0	9935	0	0	3657
562492847	0	0	0	0	0	0	0	2367
562493607	139	7177	0	0	0	0	927828	144
562496544	0	11	0	0	0	0	0	-1600
562496544	0	11	0	0	40609	0	0	19760
562505595	0	0	0	0	0	0	0	-4791
562506785	67652	0	2407	0	190132	0	0	1750
562506785	47150	0	4393	0	114447	0	0	0
562509256	45880	0	0	0	0	0	0	881
562511540	1141	10	0	0	0	0	0	500
562511857	0	1807	154573	0	3723512	0	-51365	89372
562512569	0	0	0	0	0	0	0	0
562529760	1875100	0	2076	0	0	0	0	164236
562536333	1535	0	1154	0	40966	0	0	-827
562541151	0	0	2319	0	0	0	0	-679
562543088	50000	41	5195	0	5141	0	0	2782
562543088	40000	2	5724	0	1842	0	0	50000
562545075	0	0	0	0	0	0	0	42850
562545161	0	0	0	0	0	0	0	0
562545328	1000000	8	4674	0	55498	0	0	48216
562545392	109000	0	14047	0	0	0	0	-13077
562545652	113645	5	0	0	0	0	7009	113402
562545977	0	21542	310490	-2740	3807011	0	26079	-195076
562546121	0	0	12880	0	311668	0	0	1859
562547230	122000	557	557	0	0	0	0	161750
562547408	0	0	22795	0	368814	0	444	4487
562547434	0	3	22422	0	1257977	0	0	59965
562547769	160000	0	1957	0	0	0	0	144086
562548298	25065	5	47556	0	597695	0	8922	-248
562548567	50000	51	6460	0	25886	0	2663	27883
562549819	15000	0	56248	0	196703	0	-79174	-705
